index 	 0.200000 	 0.800000
---------------------------------
1 	 0.624000 	 0.624000
2 	 0.915034 	 0.915034
3 	 0.303214 	 0.303214
4 	 0.823973 	 0.823973
5 	 0.565661 	 0.565661
6 	 0.958185 	 0.958185
7 	 0.156258 	 0.156258
8 	 0.514181 	 0.514181
9 	 0.974216 	 0.974216
10 	 0.097966 	 0.097966
